-120.04801920768308j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,120.04801920768308j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,19.23076923076923j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,40j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.9999999999999996+27.999999999999996j),0j,(9.477258313622789-125.70259899977329j),(-5.477258313622789+39.235374739418255j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,46.663555762949144j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.379713839002486+21.695737910857613j),(-5.477258313622789+39.235374739418255j),(8.856972152625275-107.56646841322501j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,40j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.466992665036675-49.749651100244506j),(-1.466992665036675+9.7799511002445j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,53.83753983977948j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,15.87301587301587j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.466992665036675+9.7799511002445j),(1.466992665036675-159.46700763843583j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,89.6057347670251j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
120.04801920768308j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(7.452710754618361-166.35451696446788j),0j,(-5.405405405405405+32.43243243243243j),0j,(-2.047305349212956+16.41126532435235j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,59.98800239952009j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,25.396825396825395j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.492155228331749-94.34244182311184j),0j,(-0.9516146877912085+7.013743421467186j),(-0.5405405405405406+3.2432432432432434j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,45.5427327461357j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,12.698412698412698j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.405405405405405+32.43243243243243j),0j,(8.482328482328482-112.20525802739208j),(-3.076923076923077+24.615384615384617j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,161.6161616161616j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.9516146877912085+7.013743421467186j),(-3.076923076923077+24.615384615384617j),(4.028537764714286-392.8018761339848j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,194.17475728155338j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,140.0560224089636j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.047305349212956+16.41126532435235j),(-0.5405405405405406+3.2432432432432434j),0j,0j,(2.5878458897534964-357.65553097655925j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,192.3076923076923j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,19.801980198019802j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.911208151382824-124.75811545684294j),(-2.911208151382824+21.83406113537118j),0j,0j,0j,0j,83.33333333333334j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,37.73584905660377j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,53.95926075812761j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.911208151382824+21.83406113537118j),(2.911208151382824-108.8084908865385j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,63.49206349206348j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,131.57894736842107j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(21.949052316113413-382.95290502351656j),(-15.384615384615385+123.07692307692308j),(-1.65016501650165+16.5016501650165j),(-2.4752475247524752+24.752475247524753j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.4390243902439024+21.951219512195124j),0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,50.79365079365079j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,131.57894736842107j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-15.384615384615385+123.07692307692308j),(20.588020495472968-357.58622596409583j),0j,(-3.2232070910556008+28.203062046736505j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.9801980198019802+19.801980198019802j),0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,19.047619047619047j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.65016501650165+16.5016501650165j),0j,(6.828115243956828-72.61008119791846j),0j,0j,(-2.4752475247524752+24.752475247524753j),0j,(-2.7027027027027026+16.216216216216214j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,89.6057347670251j,0j,0j,0j,0j,0j,0j,0j,(-2.4752475247524752+24.752475247524753j),(-3.2232070910556008+28.203062046736505j),0j,(10.648949665313026-196.48349022697218j),(-4.9504950495049505+49.504950495049506j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,22.22074083949959j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,83.33333333333334j,0j,0j,0j,0j,(-4.9504950495049505+49.504950495049506j),(22.186448473698224-298.1607506430374j),(-9.900990099009901+99.00990099009901j),(-7.334963325183375+48.8997555012225j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.4752475247524752+24.752475247524753j),0j,(-9.900990099009901+99.00990099009901j),(20.624521164307932-164.05727633040533j),0j,(-5.88235294117647+23.52941176470588j),0j,(-2.365930599369085+19.71608832807571j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,103.83784681840837j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,28.57428600002857j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-7.334963325183375+48.8997555012225j),0j,(13.546501509569499-225.2963061601784j),0j,0j,(-3.3003300330033+33.003300330033j),0j,0j,0j,0j,(-2.911208151382824+21.83406113537118j),0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,77.66990291262135j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,44.44148167899918j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.7027027027027026+16.216216216216214j),0j,0j,(-5.88235294117647+23.52941176470588j),0j,(22.269175147532593-269.4370052594514j),(-8.73362445414847+65.50218340611353j),(-4.9504950495049505+49.504950495049506j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,176.32952461560163j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.73362445414847+65.50218340611353j),(33.486099701673226-483.0495188378332j),(-9.900990099009901+99.00990099009901j),0j,(-9.900990099009901+99.00990099009901j),(-4.9504950495049505+49.504950495049506j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,194.17475728155338j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.365930599369085+19.71608832807571j),(-3.3003300330033+33.003300330033j),(-4.9504950495049505+49.504950495049506j),(-9.900990099009901+99.00990099009901j),(30.41873587989714-486.0665229601071j),(-9.900990099009901+99.00990099009901j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,192.3076923076923j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-9.900990099009901+99.00990099009901j),(16.538342992403823-342.6958011351641j),0j,0j,(-4.9504950495049505+49.504950495049506j),0j,(-1.6868578438889743+12.268057046465266j),0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,137.30982589114078j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-9.900990099009901+99.00990099009901j),0j,0j,(14.325768860071847-298.5994587698917j),(-4.424778761061947+66.3716814159292j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,19.23076923076923j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,76.19047619047619j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.9504950495049505+49.504950495049506j),0j,0j,(-4.424778761061947+66.3716814159292j),(9.375273810566897-206.38221444797773j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,152.38095238095238j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,44.44148167899918j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.9504950495049505+49.504950495049506j),0j,0j,(4.9504950495049505-234.75358769500338j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,97.08737864077669j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.911208151382824+21.83406113537118j),0j,0j,0j,0j,0j,0j,0j,(7.861703200887774-164.64855254379611j),(-4.9504950495049505+49.504950495049506j),0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,57.68077153800009j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,38.095238095238095j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6868578438889743+12.268057046465266j),0j,0j,0j,(-4.9504950495049505+49.504950495049506j),(13.238012959400525-217.1254176649028j),(-6.6006600660066+66.006600660066j),0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,114.62500429843766j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,76.19047619047619j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-6.6006600660066+66.006600660066j),(6.6006600660066-248.95567087694073j),0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,58.240779028660285j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,31.74603174603174j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.4390243902439024+21.951219512195124j),(-1.9801980198019802+19.801980198019802j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(11.019882476052484-194.08751197777607j),(-6.6006600660066+66.006600660066j)
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,380.95238095238096j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,286.000286000286j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-6.6006600660066+66.006600660066j),(6.6006600660066-698.198716805463j)
